text,word_count,focus_word,predictability,field,category
This theory was launched by Arthur Holmes and some forerunners in the 1930s and was immediately recognized as the solution for the acceptance of the theory as originally discussed in the papers of Alfred Wegener in the early years of the century.,42,theory,0.8,geography,very_long
Consistency The degree to which the representations of the many phenomena in a data set correctly correspond with each other.,20,phenomena,0.7,geography,medium
"This fostered the creation of geography departments in the universities of the colonial powers and the birth and development of national geographical societies, thus giving rise to the process identified by Horacio Capel as the institutionalization of geography.",38,geography,1.35,geography,long
"Scholars, activists, and the public have participated in, studied, and critiqued flows of economic and natural resources, human and non-human bodies, patterns of development and infrastructure, political and institutional activities, governance, decay and renewal, and notions of socio-spatial inclusions, exclusions, and everyday life.",43,studied,0.6,geography,very_long
"The Enlightenment Maps of the Enlightenment period practically universally used copper plate intaglio, having abandoned the fragile, coarse woodcut technology.",20,copper,0.7,geography,medium
"Thus many of the properties of algebraic varieties, including birational equivalence and all the topological properties, depend on the behavior ""at infinity"" and so it is natural to study the varieties in projective space.",34,properties,1.25,mathematics,long
"These connections shed the boundaries between combinatorics and parts of mathematics and theoretical computer science, but at the same time led to a partial fragmentation of the field.",28,connections,0.7,mathematics,medium
"In the diagram on the left, when constant velocity and time are graphed, these two values form a rectangle with height equal to the velocity and width equal to the time elapsed.",32,rectangle,0.8,mathematics,long
"Foundations In calculus, foundations refers to the rigorous development of the subject from axioms and definitions.",16,calculus,0.9,mathematics,short
"Combinatorial game theory Combinatorial group theory List of combinatorics topics Phylogenetics Polynomial method in combinatorics Notes References Björner, Anders; and Stanley, Richard P.; (2010); A Combinatorial Miscellany Bóna, Miklós; (2011); A Walk Through Combinatorics (3rd Edition).",36,combinatorics,1.35,mathematics,very_long
"aut(a) denotes the class of automorphisms of a. retraction if a right inverse of f exists, i.e. if there exists a morphism with . section if a left inverse of f exists, i.e. if there exists a morphism with .",40,morphism,0.8,mathematics,very_long
Wiles' proof of the longstanding conjecture called Fermat's Last Theorem is an example of the power of this approach.,19,proof,0.9,mathematics,medium
History Basic combinatorial concepts and enumerative results appeared throughout the ancient world.,12,combinatorial,1.25,mathematics,short
"It allows the extension of bounded linear functionals defined on a subspace of some vector space to the whole space, and it also shows that there are ""enough"" continuous linear functionals defined on every normed vector space to make the study of the dual space ""interesting"".",46,space,1.15,mathematics,very_long
"Computational algebraic geometry is an area that has emerged at the intersection of algebraic geometry and computer algebra, with the rise of computers.",23,geometry,0.9,mathematics,medium
China The method of exhaustion was later discovered independently in China by Liu Hui in the 3rd century AD in order to find the area of a circle.,28,area,0.8,mathematics,medium
An affine variety is a rational variety if it is birationally equivalent to an affine space.,16,rational,0.7,mathematics,short
"For example, Nikolai Durov has introduced commutative algebraic monads as a generalization of local objects in a generalized algebraic geometry.",20,generalization,1.25,mathematics,short
This area provides a rich source of examples for design theory.,11,examples,0.9,mathematics,short
"Subfields and scope The Handbook of Mathematical Logic in 1977 makes a rough division of contemporary mathematical logic into four areas: set theory model theory recursion theory, and proof theory and constructive mathematics (considered as parts of a single area).",40,areas,0.8,mathematics,very_long
Combinatorics is used frequently in computer science to obtain formulas and estimates in the analysis of algorithms.,17,algorithms,0.9,mathematics,short
More advanced questions involve the topology of the curve and relations between the curves given by different equations.,18,equations,1.25,mathematics,short
"It studies the properties of sets (usually, finite sets) of vectors in a vector space that do not depend on the particular coefficients in a linear dependence relation.",28,vectors,0.8,mathematics,medium
"The definite integral inputs a function and outputs a number, which gives the algebraic sum of areas between the graph of the input and the x-axis.",26,function,0.9,mathematics,medium
"For example, a branch of the hyperbola of equation is not an algebraic variety, but is a semi-algebraic set defined by and or by and .",26,hyperbola,1.15,mathematics,long
"Later work, including codifying the idea of limits, put these developments on a more solid conceptual footing.",17,limits,0.8,mathematics,short
"In early calculus the use of infinitesimal quantities was thought unrigorous, and was fiercely criticized by a number of authors, most notably Michel Rolle and Bishop Berkeley.",27,infinitesimal,1.25,mathematics,medium
"While Gröbner basis computation has doubly exponential complexity only in rare cases, CAD has almost always this high complexity.",19,complexity,0.9,mathematics,short
"These inferences may take the form of answering yes/no questions about the data (hypothesis testing), estimating numerical characteristics of the data (estimation), describing associations within the data (correlation), and modeling relationships within the data (for example, using regression analysis).",39,data,1.35,mathematics,very_long
"In 1899 Luigi Bianchi produced his Lectures on differential geometry which studied differential geometry from Riemann's perspective, and a year later Tullio Levi-Civita and Gregorio Ricci-Curbastro produced their textbook systematically developing the theory of absolute differential calculus and tensor calculus.",40,differential,0.9,mathematics,very_long
"Geometric combinatorics Geometric combinatorics is related to convex and discrete geometry, in particular polyhedral combinatorics.",15,combinatorics,0.9,mathematics,short
"These two branches are related to each other by the fundamental theorem of calculus, and they make use of the fundamental notions of convergence of infinite sequences and infinite series to a well-defined limit.",34,calculus,1.25,mathematics,long
"Pierre de Fermat, claiming that he borrowed from Diophantus, introduced the concept of adequality, which represented equality up to an infinitesimal error term.",23,infinitesimal,0.8,mathematics,medium
"Working from a null hypothesis, two basic forms of error are recognized: Type I errors (null hypothesis is falsely rejected giving a ""false positive"") and Type II errors (null hypothesis fails to be rejected and an actual relationship between populations is missed giving a ""false negative"").",46,errors,1.35,mathematics,very_long
"It is a part of set theory, an area of mathematical logic, but uses tools and ideas from both set theory and extremal combinatorics.",24,set,0.9,mathematics,medium
"At the start of the 1900s there was a major movement within mathematics to formalise the foundational aspects of the subject to avoid crises of rigour and accuracy, known as Hilbert's program.",32,mathematics,0.9,mathematics,long
"Before the development of calculus by Newton and Leibniz, the most significant development in the understanding of differential geometry came from Gerardus Mercator's development of the Mercator projection as a way of mapping the Earth.",35,Earth,1.25,mathematics,long
"Graph theory also enjoyed an increase of interest at the same time, especially in connection with the four color problem.",20,graph,0.8,mathematics,medium
"It turns out that normal matrices are precisely the matrices that have an orthonormal system of eigenvectors that span V. Relationship with geometry There is a strong relationship between linear algebra and geometry, which started with the introduction by René Descartes, in 1637, of Cartesian coordinates.",46,geometry,0.9,mathematics,very_long
"Today, calculus has widespread uses in science, engineering, and economics.",10,calculus,1.35,mathematics,short
Gröbner basis A Gröbner basis is a system of generators of a polynomial ideal whose computation allows the deduction of many properties of the affine algebraic variety defined by the ideal.,31,ideal,0.8,mathematics,long
"Examples of the most studied classes of algebraic varieties are: plane algebraic curves, which include lines, circles, parabolas, ellipses, hyperbolas, cubic curves like elliptic curves, and quartic curves like lemniscates and Cassini ovals.",33,curves,0.9,mathematics,long
"The sum of a convergent series is defined as the number The word ""sum"" is used here in a metaphorical sense as a shorthand for taking the limit of a sequence of partial sums and should not be interpreted as simply ""adding"" an infinite number of terms.",47,sum,1.25,mathematics,very_long
"Applications of integral calculus include computations involving area, volume, arc length, center of mass, work, and pressure.",17,area,0.8,mathematics,short
For various reasons we may not always want to work with the entire ideal corresponding to an algebraic set U. Hilbert's basis theorem implies that ideals in k[An] are always finitely generated.,32,ideal,1.15,mathematics,long
"Earlier, in the Ostomachion, Archimedes (3rd century BCE) may have considered the number of configurations of a tiling puzzle, while combinatorial interests possibly were present in lost works by Apollonius.",30,puzzle,0.8,mathematics,long
Every projective algebraic set may be uniquely decomposed into a finite union of projective varieties.,15,varieties,1.25,mathematics,short
"Design theory Design theory is a study of combinatorial designs, which are collections of subsets with certain intersection properties.",19,subsets,0.7,mathematics,short
"In lectures by Johann Bernoulli at the time, later collated by L'Hopital into the first textbook on differential calculus, the tangents to plane curves of various types are computed using the condition , and similarly points of inflection are calculated.",40,curves,0.9,mathematics,long
"For example, the circle of equation is a rational curve, as it has the parametric equation which may also be viewed as a rational map from the line to the circle.",31,equation,1.35,mathematics,long
"Algebraic stacks can be further generalized and for many practical questions like deformation theory and intersection theory, this is often the most natural approach.",24,theory,0.8,mathematics,medium
"With the emergence of applications of discrete geometry to computational geometry, these two fields partially merged and became a separate field of study.",23,geometry,0.9,mathematics,medium
This theorem concerns the formulas of the first-order logic whose atomic formulas are polynomial equalities or inequalities between polynomials with real coefficients.,22,polynomials,1.25,mathematics,medium
"In the Middle Ages, combinatorics continued to be studied, largely outside of the European civilization.",15,studied,0.6,mathematics,short
"Probably because of the size of the computation which is implied by multivariate resultants, elimination theory was forgotten during the middle of the 20th century until it was renewed by singularity theory and computational algebraic geometry.",36,theory,1.15,mathematics,long
"Versions of a tropical geometry, of an absolute geometry over a field of one element and an algebraic analogue of Arakelov's geometry were realized in this setup.",27,geometry,0.8,mathematics,medium
The first complete treatise on calculus to be written in English and use the Leibniz notation was not published until 1815.,21,calculus,1.25,mathematics,medium
We say that a polynomial vanishes at a point if evaluating it at that point gives zero.,17,polynomial,0.9,mathematics,short
"Just as with the regular functions on affine space, the regular functions on V form a ring, which we denote by k[V].",22,functions,1.15,mathematics,medium
"Some subjects generally considered to be part of analytic number theory, for example, sieve theory, are better covered by the second rather than the first definition: some of sieve theory, for instance, uses little analysis, yet it does belong to analytic number theory.",43,theory,0.7,mathematics,very_long
"Arithmetic in the Islamic golden age In the early ninth century, the caliph Al-Ma'mun ordered translations of many Greek mathematical works and at least one Sanskrit work (the Sindhind, which may or may not be Brahmagupta's Brāhmasphuṭasiddhānta).",37,translations,0.6,mathematics,very_long
Madhava of Sangamagrama and the Kerala School of Astronomy and Mathematics thereby stated components of calculus.,16,calculus,0.8,mathematics,short
"Instead of focusing merely on the individual objects (e.g. groups) possessing a given structure, category theory emphasizes the morphisms – the structure-preserving mappings – between these objects; by studying these morphisms, one is able to learn more about the structure of the objects.",43,morphisms,1.25,mathematics,very_long
"The ideas were similar to Archimedes' in The Method, but this treatise is believed to have been lost in the 13th century, and was only rediscovered in the early 20th century, and so would have been unknown to Cavalieri.",39,treatise,0.7,mathematics,long
"Equivalently, they are birationally equivalent if their function fields are isomorphic.",11,equivalent,0.9,mathematics,short
"Examples of numerical analysis include: ordinary differential equations as found in celestial mechanics (predicting the motions of planets, stars and galaxies), numerical linear algebra in data analysis, and stochastic differential equations and Markov chains for simulating living cells in medicine and biology.",42,equations,1.25,mathematics,very_long
"Greece Laying the foundations for integral calculus and foreshadowing the concept of the limit, ancient Greek mathematician Eudoxus of Cnidus (c. 390 – 337 BCE) developed the method of exhaustion to prove the formulas for cone and pyramid volumes.",39,calculus,0.9,mathematics,very_long
A body of mathematical theory complementary to symbolic methods called numerical algebraic geometry has been developed over the last several decades.,21,geometry,0.8,mathematics,medium
Real algebraic geometry Real algebraic geometry is the study of the real points of algebraic varieties.,16,varieties,0.7,mathematics,short
Approaches and subfields of combinatorics Enumerative combinatorics Enumerative combinatorics is the most classical area of combinatorics and concentrates on counting the number of certain combinatorial objects.,26,counting,0.9,mathematics,medium
"The basic insights that both Newton and Leibniz provided were the laws of differentiation and integration, second and higher derivatives, and the notion of an approximating polynomial series.",28,integration,1.25,mathematics,medium
Another formal generalization is possible to universal algebraic geometry in which every variety of algebras has its own algebraic geometry.,20,algebras,1.15,mathematics,short
"Alternatively, Newton's second law can be expressed by saying that the net force is equal to the object's mass times its acceleration, which is the time derivative of velocity and thus the second time derivative of spatial position.",38,acceleration,0.9,mathematics,long
"Games of perfect information have been studied in combinatorial game theory, which has developed novel representations, e.g. surreal numbers, as well as combinatorial and algebraic (and sometimes non-constructive) proof methods to solve games of certain types, including ""loopy"" games that may result in infinitely long sequences of moves.",48,games,1.35,mathematics,very_long
"The simplest examples of smooth spaces are the plane and space curves and surfaces in the three-dimensional Euclidean space, and the study of these shapes formed the basis for development of modern differential geometry during the 18th century and the 19th century.",42,curves,0.8,mathematics,very_long
"Game theory has also challenged philosophers to think in terms of interactive epistemology: what it means for a collective to have common beliefs or knowledge, and what are the consequences of this knowledge for the social outcomes resulting from the interactions of agents.",43,knowledge,0.8,mathematics,very_long
The affine varieties is a subcategory of the category of the algebraic sets.,13,algebraic,1.25,mathematics,short
"The twelvefold way provides a unified framework for counting permutations, combinations and partitions.",13,counting,0.9,mathematics,short
"Following the work of Weierstrass, it eventually became common to base calculus on limits instead of infinitesimal quantities, though the subject is still occasionally called ""infinitesimal calculus"".",27,limits,0.7,mathematics,medium
"For centuries, mathematicians and philosophers wrestled with paradoxes involving division by zero or sums of infinitely many numbers.",18,paradoxes,0.6,mathematics,short
"At this same time the orthogonality between the osculating circles of a plane curve and the tangent directions is realised, and the first analytical formula for the radius of an osculating circle, essentially the first analytical formula for the notion of curvature, is written down.",45,curvature,1.15,mathematics,very_long
"Directed graphs as defined in the two definitions above cannot have loops, because a loop joining a vertex to itself is the edge (for a directed simple graph) or is incident on (for a directed multigraph) which is not in .",41,loops,0.8,mathematics,very_long
"There are also connections to string theory, game theory, graph matchings, solitons and integer programming.",15,connections,1.05,mathematics,short
"However, with the growth of applications to analyze algorithms in computer science, as well as classical probability, additive number theory, and probabilistic number theory, the area recently grew to become an independent field of combinatorics.",35,algorithms,1.25,mathematics,long
"Metric properties of polytopes play an important role as well, e.g. the Cauchy theorem on the rigidity of convex polytopes.",20,polytopes,0.9,mathematics,medium
A regular function on an algebraic set V contained in An is the restriction to V of a regular function on An.,22,function,1.25,mathematics,medium
"Cayley introduced the idea of homogeneous polynomial forms, and more specifically quadratic forms, on projective space.",16,forms,1.15,mathematics,short
"It is helpful in many branches of mathematics, including algebraic geometry, number theory, analytic combinatorics, applied mathematics; as well as in physics, including the branches of hydrodynamics, thermodynamics, and particularly quantum mechanics.",32,mathematics,0.9,mathematics,long
"If a function has such a pole, then one can compute the function's residue there, which can be used to compute path integrals involving the function; this is the content of the powerful residue theorem.",35,residue,0.8,mathematics,long
"Another (noncommutative) version of derived algebraic geometry, using A-infinity categories has been developed from the early 1990s by Maxim Kontsevich and followers.",22,geometry,0.7,mathematics,medium
"The grounds of the subject as we know it were set in the late nineteenth century, when ideal numbers, the theory of ideals and valuation theory were developed; these are three complementary ways of dealing with the lack of unique factorisation in algebraic number fields.",45,theory,1.05,mathematics,very_long
"Euclid IX 21–34 is very probably Pythagorean; it is very simple material (""odd times even is even"", ""if an odd number measures [= divides] an even number, then it also measures [= divides] half of it""), but it is all that is needed to prove that is irrational.",48,even,1.25,mathematics,very_long
"On the other hand, the definitions extend naturally to projective varieties (next section), as an affine variety and its projective completion have the same field of functions.",27,projective,0.9,mathematics,medium
"This ring is called the coordinate ring of V. Since regular functions on V come from regular functions on An, there is a relationship between the coordinate rings.",28,coordinate,0.8,mathematics,medium
Two affine varieties are birationally equivalent if there are two rational functions between them which are inverse one to the other in the regions where both are defined.,28,functions,0.7,mathematics,medium
"In other work, he developed series expansions for functions, including fractional and irrational powers, and it was clear that he understood the principles of the Taylor series.",27,functions,0.8,mathematics,medium
"Therefore, these algorithms have never been implemented and this is an active research area to search for algorithms with have together a good asymptotic complexity and a good practical efficiency.",30,algorithms,0.9,mathematics,long
"As with regular maps, one may define a rational map from a variety V to a variety V'.",18,map,1.25,mathematics,short
"Basic notions Zeros of simultaneous polynomials In classical algebraic geometry, the main objects of interest are the vanishing sets of collections of polynomials, meaning the set of all points that simultaneously satisfy one or more polynomial equations.",37,polynomials,0.9,mathematics,long
It states that any sufficiently large configuration will contain some sort of order.,13,configuration,0.7,mathematics,short
"Newton claimed Leibniz stole ideas from his unpublished notes, which Newton had shared with a few members of the Royal Society.",21,Newton,1.35,mathematics,medium
"The geometrical approach to construction problems, rather than the algebraic one, was favored by most 16th and 17th century mathematicians, notably Blaise Pascal who argued against the use of algebraic and analytical methods in geometry.",35,geometrical,0.8,mathematics,long
Additive number theory (sometimes also called additive combinatorics) refers to the special case when only the operations of addition and subtraction are involved.,23,additive,1.35,mathematics,medium
"Given a function and a point in the domain, the derivative at that point is a way of encoding the small-scale behavior of the function near that point.",28,function,0.9,mathematics,medium
The formal study of calculus brought together Cavalieri's infinitesimals with the calculus of finite differences developed in Europe at around the same time.,23,calculus,0.9,mathematics,medium
"Equivalent categories It is a natural question to ask: under which conditions can two categories be considered essentially the same, in the sense that theorems about one category can readily be transformed into theorems about the other category?",38,categories,1.25,mathematics,long
"Although counting the number of elements in a set is a rather broad mathematical problem, many of the problems that arise in applications have a relatively simple combinatorial description.",29,problems,1.15,mathematics,medium
"Renaissance Such techniques of applying geometrical constructions to algebraic problems were also adopted by a number of Renaissance mathematicians such as Gerolamo Cardano and Niccolò Fontana ""Tartaglia"" on their studies of the cubic equation.",34,mathematicians,0.8,mathematics,long
"Similarly, when projects from competing organizations are launched, the marketing personnel have to decide what is the best timing and strategy to market the project, or its resultant product or service, so that it can gain maximum traction in the face of competition.",43,project,0.7,mathematics,very_long
"Combinatorial problems arise in many areas of pure mathematics, notably in algebra, probability theory, topology, and geometry, as well as in its many application areas.",25,mathematics,0.9,mathematics,medium
Fibonacci numbers is the basic example of a problem in enumerative combinatorics.,12,example,0.6,mathematics,short
"Regular functions Just as continuous functions are the natural maps on topological spaces and smooth functions are the natural maps on differentiable manifolds, there is a natural class of functions on an algebraic set, called regular functions or polynomial functions.",40,functions,1.35,mathematics,very_long
"It has applications to enumerative combinatorics, fractal analysis, theoretical computer science, automata theory, and linguistics.",15,applications,0.8,mathematics,short
"Emphasizing their application to real-world systems, the term network is sometimes defined to mean a graph in which attributes (e.g. names) are associated with the vertices and edges, and the subject that expresses and understands the real-world systems as a network is called network science.",45,network,0.9,mathematics,very_long
This weaker notion of congruence would later lead members of the 20th century Italian school of algebraic geometry to classify algebraic surfaces up to birational isomorphism.,26,algebraic,1.25,mathematics,medium
"In the 1950s and 1960s, Jean-Pierre Serre and Alexander Grothendieck recast the foundations making use of sheaf theory.",18,theory,0.8,mathematics,short
"This was criticized by Jeffrey Oaks, who claims that the study of curves by means of equations originated with Descartes in the seventeenth century.",24,equations,1.25,mathematics,medium
"According to H.J. Ryser, a definition of the subject is difficult because it crosses so many mathematical subdivisions.",18,mathematical,0.9,mathematics,short
In his work Weierstrass formalized the concept of limit and eliminated infinitesimals (although his definition can actually validate nilsquare infinitesimals).,20,infinitesimals,1.15,mathematics,short
"This means that CAD allows, in theory, to solve every problem of real algebraic geometry which may be expressed by such a formula, that is almost every problem concerning explicitly given varieties and semi-algebraic sets.",35,algebraic,0.9,mathematics,long
"Infinitary combinatorics Infinitary combinatorics, or combinatorial set theory, is an extension of ideas in combinatorics to infinite sets.",18,infinite,1.35,mathematics,short
"By revealing (in modern terms) that numbers could be irrational, this discovery seems to have provoked the first foundational crisis in mathematical history; its proof or its divulgation are sometimes credited to Hippasus, who was expelled or split from the Pythagorean sect.",42,irrational,0.8,mathematics,very_long
"He used the results to carry out what would now be called an integration of this function, where the formulae for the sums of integral squares and fourth powers allowed him to calculate the volume of a paraboloid.",38,volume,1.25,mathematics,long
"An essential question in linear algebra is testing whether a linear map is an isomorphism or not, and, if it is not an isomorphism, finding its range (or image) and the set of elements that are mapped to the zero vector, called the kernel of the map.",47,isomorphism,0.9,mathematics,very_long
b. Menaechmus (circa 350 BC) considered the problem geometrically by intersecting the pair of plane conics ay = x2 and xy = ab.,23,conics,0.7,mathematics,medium
"There remain many connections with geometric and topological combinatorics, which themselves can be viewed as outgrowths of the early discrete geometry.",21,geometry,0.8,mathematics,medium
"20th century B. L. van der Waerden, Oscar Zariski and André Weil developed a foundation for algebraic geometry based on contemporary commutative algebra, including valuation theory and the theory of ideals.",31,geometry,1.25,mathematics,long
"In formal terms, the derivative is a linear operator which takes a function as its input and produces a second function as its output.",24,function,0.9,mathematics,medium
"Pascal and Desargues also studied curves, but from the purely geometrical point of view: the analog of the Greek ruler and compass construction.",23,curves,1.15,mathematics,medium
"This allows us to define a projective algebraic set in Pn as the set , where a finite set of homogeneous polynomials vanishes.",23,set,0.7,mathematics,medium
"This philosophy, poorly understood at first, stated that in order for a mathematical statement to be true to a mathematician, that person must be able to intuit the statement, to not only believe its truth but understand the reason for its truth.",42,statement,0.8,mathematics,very_long
"Subsequently, Felix Klein studied projective geometry (along with other types of geometry) from the viewpoint that the geometry on a space is encoded in a certain class of transformations on the space.",32,geometry,0.9,mathematics,long
It consists mainly of algorithm design and software development for the study of properties of explicitly given algebraic varieties.,19,properties,0.7,mathematics,short
This approach (often referred to as the probabilistic method) proved highly effective in applications to extremal combinatorics and graph theory.,20,combinatorics,1.25,mathematics,short
It should not be confused with combinatorial topology which is an older name for algebraic topology.,16,topology,1.35,mathematics,short
"In the 6th century BCE, ancient Indian physician Sushruta asserts in Sushruta Samhita that 63 combinations can be made out of 6 different tastes, taken one at a time, two at a time, etc., thus computing all 26 − 1 possibilities.",41,combinations,0.8,mathematics,very_long
"The eigenvalues are thus the roots of the polynomial If is of dimension , this is a monic polynomial of degree , called the characteristic polynomial of the matrix (or of the endomorphism), and there are, at most, eigenvalues.",39,polynomial,1.25,mathematics,very_long
"In From Kant to Hilbert: A Source Book in the Foundations of Mathematics, 2 vols, Ewald, William B., ed., Oxford University Press: 787–832. Reprinted in English translation as ""The notion of 'definite' and the independence of the axiom of choice"" in .",42,mathematics,0.9,mathematics,very_long
"One may cite counting the number of connected components, testing if two points are in the same components or computing a Whitney stratification of a real algebraic set.",28,components,1.15,mathematics,medium
"Considerations of graph theory range from enumeration (e.g., the number of graphs on n vertices with k edges) to existing structures (e.g., Hamiltonian cycles) to algebraic representations (e.g., given a graph G and two numbers x and y, does the Tutte polynomial TG(x,y) have a combinatorial interpretation?).",47,graph,1.35,mathematics,very_long
"The technical definition of the definite integral involves the limit of a sum of areas of rectangles, called a Riemann sum.",21,integral,0.9,mathematics,medium
"Although higher-order logics are more expressive, allowing complete axiomatizations of structures such as the natural numbers, they do not satisfy analogues of the completeness and compactness theorems from first-order logic, and are thus less amenable to proof-theoretic analysis.",38,logics,1.25,mathematics,very_long
"If the graph of the function is not a straight line, however, then the change in divided by the change in varies.",22,function,0.8,mathematics,medium
The infinitesimal approach fell out of favor in the 19th century because it was difficult to make the notion of an infinitesimal precise.,23,infinitesimal,0.9,mathematics,medium
"A smaller value for will give more rectangles and in most cases a better approximation, but for an exact answer we need to take a limit as approaches zero.",29,approximation,0.7,mathematics,long
"Today, Leibniz and Newton are usually both given credit for independently inventing and developing calculus.",15,calculus,0.9,mathematics,short
"Infinitesimals get replaced by very small numbers, and the infinitely small behavior of the function is found by taking the limiting behavior for smaller and smaller numbers.",27,numbers,0.8,mathematics,medium
"Grothendieck introduced Grothendieck topologies having in mind more exotic but geometrically finer and more sensitive examples than the crude Zariski topology, namely the étale topology, and the two flat Grothendieck topologies: fppf and fpqc; nowadays some other examples became prominent including Nisnevich topology.",43,topology,1.25,mathematics,very_long
"For example, the curve of equation is a circle if , but does not have any real point if .",20,equation,0.7,mathematics,short
"One way to define combinatorics is, perhaps, to describe its subdivisions with their problems and techniques.",16,combinatorics,1.35,mathematics,short
"Moreover, war may arise because of commitment problems: if two countries wish to settle a dispute via peaceful means, but each wishes to go back on the terms of that settlement, they may have no choice but to resort to warfare.",41,war,0.6,mathematics,very_long
"One of the founding methods of this area is the theory of Gröbner bases, introduced by Bruno Buchberger in 1965.",20,Gröbner,1.15,mathematics,short
"Symbolically, A subset of An which is V(S), for some S, is called an algebraic set.",16,set,0.8,mathematics,short
There is also a very rich theory of complex analysis in more than one complex dimension in which the analytic properties such as power series expansion carry over whereas most of the geometric properties of holomorphic functions in one complex dimension (such as conformality) do not carry over.,48,complex,1.25,mathematics,very_long
"Some possibilities include , the whole set of real numbers, an open interval or a closed interval Here, and are distinct real numbers, and we exclude the case of being empty or consisting of only one point, in particular. Definition.",40,numbers,0.7,mathematics,very_long
"During the same period, Blaise Pascal and Gérard Desargues approached geometry from a different perspective, developing the synthetic notions of projective geometry.",22,geometry,1.25,mathematics,medium
"This means that, presently, the difficulty of computing a Gröbner basis is strongly related to the intrinsic difficulty of the problem.",21,difficulty,0.7,mathematics,medium
"Greek historian Plutarch discusses an argument between Chrysippus (3rd century BCE) and Hipparchus (2nd century BCE) of a rather delicate enumerative problem, which was later shown to be related to Schröder–Hipparchus numbers.",32,problem,0.6,mathematics,long
Analytic combinatorics Analytic combinatorics concerns the enumeration of combinatorial structures using tools from complex analysis and probability theory.,18,combinatorics,0.9,mathematics,short
One of the first and most complete works on both infinitesimal and integral calculus was written in 1748 by Maria Gaetana Agnesi.,22,calculus,0.8,mathematics,medium
"Concrete models of hyperbolic geometry were produced by Eugenio Beltrami later in the 1860s, and Felix Klein coined the term non-Euclidean geometry in 1871, and through the Erlangen program put Euclidean and non-Euclidean geometries on the same footing.",38,geometry,1.25,mathematics,long
"During the Renaissance, together with the rest of mathematics and the sciences, combinatorics enjoyed a rebirth.",16,mathematics,1.15,mathematics,short
The definition of the regular maps apply also to algebraic sets.,11,maps,1.05,mathematics,short
"Indeed the measurements of distance along such geodesic paths by Eratosthenes and others can be considered a rudimentary measure of arclength of curves, a concept which did not see a rigorous definition in terms of calculus until the 1600s.",39,distance,0.7,mathematics,long
"If certain algebraic objects (say, rational or integer solutions to certain equations) can be shown to be in the tail of certain sensibly defined distributions, it follows that there must be few of them; this is a very concrete non-probabilistic statement following from a probabilistic one.",46,equations,0.55,mathematics,very_long
"The answer to the first question is provided by introducing the Zariski topology, a topology on An whose closed sets are the algebraic sets, and which directly reflects the algebraic structure of k[An].",33,topology,1.25,mathematics,long
More generally Gröbner basis computations allow one to compute the Zariski closure of the image and the critical points of a rational function of V into another affine variety.,29,compute,0.7,mathematics,medium
"Calculus & Analysis The Role of Calculus in College Mathematics from ERICDigests.org OpenCourseWare Calculus from the Massachusetts Institute of Technology Infinitesimal Calculus – an article on its historical development, in Encyclopedia of Mathematics, ed.",34,Calculus,1.35,mathematics,long
The study of categories is an attempt to axiomatically capture what is commonly found in various classes of related mathematical structures by relating them to the structure-preserving functions between them.,30,categories,0.9,mathematics,long
"He did not publish all these discoveries, and at this time infinitesimal methods were still considered disreputable.",17,discoveries,0.8,mathematics,short
"While using a single theory may be desirable, in many instances insufficient information is available to accurately model the formal procedures available during the strategic bargaining process, or the resulting model would be too complex to offer a practical tool in the real world.",44,model,1.15,mathematics,very_long
"In mathematics education, calculus denotes courses of elementary mathematical analysis, which are mainly devoted to the study of functions and limits.",21,functions,0.9,mathematics,medium
"In contrast with enumerative combinatorics, which uses explicit combinatorial formulae and generating functions to describe the results, analytic combinatorics aims at obtaining asymptotic formulae.",24,combinatorics,1.35,mathematics,medium
"Therefore, the set of the regular functions on An is a ring, which is denoted k[An].",16,ring,0.8,mathematics,short
"In this section we focus primarily on the history of the application of infinitesimal methods to geometry, and later to the ideas of tangent spaces, and eventually the development of the modern formalism of the subject in terms of tensors and tensor fields.",43,geometry,1.25,mathematics,very_long
"A general procedure (the chakravala, or ""cyclic method"") for solving Pell's equation was finally found by Jayadeva (cited in the eleventh century; his work is otherwise lost); the earliest surviving exposition appears in Bhāskara II's Bīja-gaṇita (twelfth century).",38,equation,0.8,mathematics,very_long
"This defines the homogeneous coordinates of a point of Pn as a sequence of elements of the base field k, defined up to the multiplication by a nonzero element of k (the same for the whole sequence).",37,coordinates,1.25,mathematics,long
"Differentiability is therefore a stronger regularity condition (condition describing the ""smoothness"" of a function) than continuity, and it is possible for a function to be continuous on the entire real line but not differentiable anywhere (see Weierstrass's nowhere differentiable continuous function).",41,function,0.9,mathematics,very_long
A complete theory encompassing these components is now well known in the Western world as the Taylor series or infinite series approximations.,22,series,1.35,mathematics,medium
Graph theory Graphs are fundamental objects in combinatorics.,8,theory,0.9,mathematics,short
Kepler developed a method to calculate the area of an ellipse by adding up the lengths of many radii drawn from a focus of the ellipse.,26,ellipse,1.25,mathematics,medium
"Laurent series are the complex-valued equivalent to Taylor series, but can be used to study the behavior of functions near singularities through infinite sums of more well understood functions, such as polynomials.",32,series,1.35,mathematics,long
"Brahmagupta (628 AD) started the systematic study of indefinite quadratic equations—in particular, the misnamed Pell equation, in which Archimedes may have first been interested, and which did not start to be solved in the West until the time of Fermat and Euler.",42,equation,0.8,mathematics,very_long
"The second early 19th century development, that of Abelian integrals, would lead Bernhard Riemann to the development of Riemann surfaces.",20,development,0.7,mathematics,medium
